id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,genres,production_companies,cast,director,producers,keywords,overview,roi,profit,success,release_year,release_month,release_quarter,budget_category,num_genres,num_production_companies,star_power,budget_per_minute,popularity_per_vote,genre_Foreign,genre_Crime,genre_Western,genre_Fantasy,genre_Drama,genre_Science Fiction,genre_History,genre_War,genre_Family,genre_Thriller,genre_Animation,genre_Mystery,genre_Romance,genre_Music,genre_Adventure,genre_Action,genre_Comedy,genre_Documentary,genre_Horror,is_english,month_sin,month_cos
188927,Star Trek Beyond,2016-07-07,185000000,343471816,122.0,6.6,2568,65.352913,en,"['Action', 'Adventure', 'Science Fiction']","['Paramount Pictures', 'Bad Robot', 'Perfect Storm Entertainment']","['Chris Pine', 'Zachary Quinto', 'Karl Urban', 'Simon Pegg', 'Zoe Saldana']",Justin Lin,"['J.J. Abrams', 'Roberto Orci']","['sequel', 'stranded', 'hatred', 'space opera']","The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",0.8566044108108108,158471816,0,2016,7,3,Ultra High,3,3,7.851271997109883,1516393.4426229508,0.025439047489295447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
10681,WALL·E,2008-06-22,180000000,521311860,98.0,7.8,6296,66.390712,en,"['Animation', 'Family']","['Walt Disney Pictures', 'Pixar Animation Studios', 'FortyFour Studios']","['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard', 'John Ratzenberger']",Andrew Stanton,"['Jim Morris', 'Lindsey Collins']",['romantic comedy'],"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",1.896177,341311860,0,2008,6,2,Ultra High,2,3,8.747828608488742,1836734.693877551,0.010543228839129743,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0
5174,Rush Hour 3,2007-08-08,140000000,258022233,91.0,6.1,783,22.57178,en,"['Action', 'Comedy', 'Crime', 'Thriller']",['New Line Cinema'],"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada', 'Max von Sydow', 'Yvan Attal']",Brett Ratner,"['Roger Birnbaum', 'Jonathan Glickman']",['ambassador'],"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",0.84301595,118022233,0,2007,8,3,Ultra High,4,1,6.664409020350408,1538461.5384615385,0.028790535714285716,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,-0.8660254037844385,-0.5000000000000004
76757,Jupiter Ascending,2015-02-04,176000003,183987723,124.0,5.2,2768,85.36908,en,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']","['Village Roadshow Pictures', 'Dune Entertainment', 'Anarchos Productions']","['Mila Kunis', 'Channing Tatum', 'Sean Bean', 'Eddie Redmayne', 'Douglas Booth']",Lilly Wachowski,"['Grant Hill', 'Lilly Wachowski']","['jupiter', 'space', 'woman director', '3d', 'interspecies romance']","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",0.04538477195366866,7987720,0,2015,2,1,Ultra High,4,3,7.926241523170962,1419354.8629032257,0.03083029252437703,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.8660254037844386,0.5000000000000001
258489,The Legend of Tarzan,2016-06-29,180000000,356743061,109.0,5.5,2430,42.741719,en,"['Action', 'Adventure']","['Village Roadshow Pictures', 'Dark Horse Entertainment', 'Jerry Weintraub Productions']","['Alexander Skarsgård', 'Margot Robbie', 'Christoph Waltz', 'Samuel L. Jackson', 'Djimon Hounsou']",David Yates,[],"['africa', 'feral child', 'tarzan', 'jungle', 'animal attack']","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",0.9819058944444444,176743061,0,2016,6,2,Ultra High,2,3,7.796057974316123,1651376.1467889908,0.01758194940353764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.2246467991473532e-16,-1.0
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,180000000,748806957,143.0,6.7,2629,67.391328,en,"['Adventure', 'Family', 'Fantasy']","['Walt Disney', 'Walden Media']","['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Liam Neeson']",Andrew Adamson,"['David Minkowski', 'Matthew Stillman']","['saving the world', 'witch', 'based on novel', 'brother sister relationship', 'self sacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-tale figure']","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",3.16003865,568806957,1,2005,12,4,Ultra High,3,2,7.874739125171811,1258741.2587412586,0.025624079087452473,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-2.4492935982947064e-16,1.0
246655,X-Men: Apocalypse,2016-05-18,178000000,543934787,144.0,6.4,4721,139.272042,en,['Science Fiction'],"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment']","['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Oscar Isaac']",Bryan Singer,"['Lauren Shuler Donner', 'Simon Kinberg']","['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger']","After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",2.0558134101123597,365934787,1,2016,5,2,Ultra High,1,3,8.459987717645458,1236111.111111111,0.029494290978398983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.49999999999999994,-0.8660254037844387
14160,Up,2009-05-13,175000000,735099082,96.0,7.7,6870,92.201962,en,"['Animation', 'Comedy', 'Family', 'Adventure']",['Pixar Animation Studios'],"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai', 'Bob Peterson', 'Delroy Lindo']",Pete Docter,['Jonas Rivera'],"['age difference', 'central and south america', 'balloon', 'animation', 'floating in the air', 'duringcreditsstinger', 'exploring']","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",3.200566182857143,560099082,1,2009,5,2,Ultra High,4,1,8.835064935031076,1822916.6666666667,0.013419001892009896,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0.49999999999999994,-0.8660254037844387
15512,Monsters vs Aliens,2009-03-19,175000000,381509870,94.0,6.0,1423,36.167578,en,"['Animation', 'Family', 'Adventure', 'Science Fiction']",['DreamWorks Animation'],"['Seth Rogen', 'Reese Witherspoon', 'Hugh Laurie', 'Paul Rudd', 'Kiefer Sutherland']",Conrad Vernon,[],"['alien', 'giant robot', 'duringcreditsstinger']","When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",1.1800564,206509870,0,2009,3,1,Ultra High,4,1,7.261225091971921,1861702.1276595744,0.025398580056179773,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.0,6.123233995736766e-17
1726,Iron Man,2008-04-30,140000000,585174222,126.0,7.4,8776,120.725053,en,"['Action', 'Science Fiction', 'Adventure']",['Marvel Studios'],"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges', 'Shaun Toub', 'Gwyneth Paltrow']",Jon Favreau,"['Avi Arad', 'Kevin Feige']","['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe']","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",3.1798158714285716,445174222,1,2008,4,2,Ultra High,3,1,9.079889942592118,1111111.111111111,0.013754705822034865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
44826,Hugo,2011-11-22,170000000,185770160,126.0,7.0,2141,32.319043,en,"['Adventure', 'Drama', 'Family']","['Paramount Pictures', 'Infinitum Nihil', 'GK Films']","['Ben Kingsley', 'Sacha Baron Cohen', 'Asa Butterfield', 'Chloë Grace Moretz', 'Ray Winstone']",Martin Scorsese,"['Johnny Depp', 'Martin Scorsese']","['library', 'clock', 'film director', 'key', 'toy', 'boy', 'love', 'orphan', 'robot', 'automaton']","Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",0.09276564705882354,15770160,0,2011,11,4,Ultra High,3,3,7.669495251007694,1349206.349206349,0.015088255368814193,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384
8487,Wild Wild West,1999-06-29,170000000,222104681,106.0,5.1,1020,40.748915,en,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']","['Todman, Simon, LeMasters Productions', 'Warner Bros.', 'Peters Entertainment']","['Will Smith', 'Kevin Kline', 'Kenneth Branagh', 'Salma Hayek', 'M. Emmet Walsh']",Barry Sonnenfeld,"['Jon Peters', 'Barry Sonnenfeld']","['steampunk', 'based on tv series', 'steam locomotive', 'drag']",Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,0.30649812352941175,52104681,0,1999,6,2,Ultra High,5,3,6.928537818164665,1603773.5849056605,0.03991078844270323,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1.2246467991473532e-16,-1.0
1735,The Mummy: Tomb of the Dragon Emperor,2008-07-01,145000000,401128639,112.0,5.2,1387,60.034162,en,"['Adventure', 'Action', 'Fantasy']","['Universal Pictures', 'China Film Co-Production Corporation', 'Relativity Media']","['Brendan Fraser', 'Jet Li', 'John Hannah', 'Maria Bello', 'Luke Ford']",Rob Cohen,"['Stephen Sommers', 'Sean Daniel']",[],"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",1.7664044068965516,256128639,0,2008,7,3,Ultra High,3,3,7.23561914106675,1294642.857142857,0.04325227809798271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
297761,Suicide Squad,2016-08-02,175000000,745000000,123.0,5.9,7458,90.23792,en,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']","['DC Comics', 'Dune Entertainment', 'Atlas Entertainment']","['Will Smith', 'Margot Robbie', 'Joel Kinnaman', 'Viola Davis', 'Jared Leto']",David Ayer,"['Charles Roven', 'Richard Suckle']","['dc comics', 'shared universe', 'anti hero', 'secret mission', 'villain', 'superhero', 'supervillain', 'dc extended universe']","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",3.257142857142857,570000000,1,2016,8,3,Ultra High,5,3,8.917176635955164,1422764.2276422763,0.012097857621665103,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
2698,Evan Almighty,2007-06-09,175000000,173000000,96.0,5.3,1151,27.082182,en,"['Fantasy', 'Comedy', 'Family']","['Columbia Pictures', 'Universal Pictures', 'Spyglass Entertainment']","['Steve Carell', 'Lauren Graham', 'John Goodman', 'Jimmy Bennett', 'John Michael Higgins']",Tom Shadyac,"['Tom Shadyac', 'Roger Birnbaum']","['father son relationship', 'daily life', 'married couple', 'support', 'father', 'marriage', 'faith', 'baustelle', 'rescue', 'animal']",God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,-0.011428571428571429,-2000000,0,2007,6,2,Ultra High,3,3,7.049254841255837,1822916.6666666667,0.023508838541666667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.2246467991473532e-16,-1.0
137113,Edge of Tomorrow,2014-05-27,178000000,370541256,113.0,7.6,4858,79.456485,en,"['Action', 'Science Fiction']","['Village Roadshow Pictures', 'Warner Bros.', 'Viz Media']","['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson', 'Bill Paxton', 'Jonas Armstrong']",Doug Liman,"['Erwin Stoff', 'Jason Hoffs']","['deja vu', 'time warp', 'restart', 'dystopia', 'war', 'alien', 'military officer', 'soldier', 'alien invasion', 'exoskeleton']","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",1.0816924494382023,192541256,0,2014,5,2,Ultra High,2,3,8.488587934405903,1575221.2389380531,0.016352435686355218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
9804,Waterworld,1995-07-28,175000000,264218220,135.0,5.9,992,44.640292,en,"['Adventure', 'Action']","['Universal Pictures', 'Gordon Company', 'Davis Entertainment']","['Kevin Costner', 'Chaim Girafi', 'Rick Aviles', 'R. D. Call', 'Zitto Kazann']",Kevin Reynolds,"['Lawrence Gordon', 'Kevin Costner']","['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']","In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",0.5098184,89218220,0,1995,7,3,Ultra High,2,3,6.900730664045173,1296296.2962962964,0.044954976837865056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
14869,G.I. Joe: The Rise of Cobra,2009-08-04,175000000,302469017,118.0,5.6,1962,32.852443,en,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures']","['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans', 'Sienna Miller', 'Joseph Gordon-Levitt']",Stephen Sommers,"['Lorenzo di Bonaventura', 'Bob Ducsay']","['terrorist', 'secret', 'hostage', 'technology', 'warhead', 'government', 'president', 'revenge', 'murder', 'attack']","From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",0.7283943828571429,127469017,0,2009,8,3,Ultra High,4,3,7.5822291942764615,1483050.847457627,0.016735834437086095,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
58595,Snow White and the Huntsman,2012-05-30,170000000,396600000,127.0,5.8,3118,77.178973,en,"['Adventure', 'Fantasy', 'Drama']","['Universal Pictures', 'Roth Films']","['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth', 'Sam Claflin', 'Ian McShane']",Rupert Sanders,"['Sam Mercer', 'Joe Roth']","['queen', 'magic', 'fairy tale', 'immortality', 'forest', 'deception', 'woman', 'eternal youth', 'snow white', 'evil queen']","After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",1.3329411764705883,226600000,0,2012,5,2,Ultra High,3,2,8.045267716607803,1338582.6771653544,0.024744781340173133,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.49999999999999994,-0.8660254037844387
